full_name,hits,homeruns,rbi,runs,stolen_bases,walks,strikeouts,games_played,at_bats,batting_average,on_base_plus_slugging
José Cisnero,0,0,0,0,0,0,1.0,95,1,0.0,0.0
José Cruz,1167,204,624,713,113,658,1147.0,1388,4724,0.23625,0.7496666666666667
José De León,1,0,1,0,0,0,3.0,29,8,0.0625,0.125
José Devers,11,0,5,8,0,3,12.0,24,45,0.247,0.5605
José Domínguez,0,0,0,0,0,0,2.0,52,2,0.0,0.0
José Fermín,23,0,8,9,2,13,19.0,66,122,0.195,0.516
José Fernández,29,2,14,11,0,1,43.0,77,136,0.1905,0.47850000000000004
José Godoy,7,0,4,5,0,5,23.0,26,57,0.10600000000000001,0.3
José Hernández,1166,168,603,623,41,384,1391.0,1587,4618,0.233,0.6628666666666667
José Leclerc,0,0,0,0,0,0,0.0,252,0,0.0,0.0
José Manuel Fernández,0,0,0,0,0,0,0.0,13,0,0.0,0.0
José Marmolejos,39,10,30,23,0,22,71.0,76,213,0.183,0.6225
José Martínez,360,43,182,170,7,128,274.0,432,1244,0.30060000000000003,0.8056000000000001
José Miguel Fernández,31,2,11,9,1,6,15.0,36,116,0.267,0.697
José Molina,592,39,223,240,20,154,576.0,947,2546,0.23786666666666667,0.6219333333333331
José Oquendo,821,14,254,339,35,448,376.0,1190,3202,0.2510833333333333,0.6508333333333334
José Osuna,159,24,88,92,0,34,126.0,276,660,0.232,0.688
José Peraza,534,35,182,234,79,89,282.0,618,2011,0.24585714285714286,0.6554285714285715
José Pirela,234,17,82,113,11,63,196.0,302,909,0.23933333333333331,0.6559999999999999
José Quijada,0,0,0,0,0,0,1.0,82,1,0.0,0.0
José Ramírez,1500,255,864,898,243,600,728.0,1562,5377,0.2105,0.6369375
José Reyes,2138,145,719,1180,517,589,914.0,1877,7552,0.2785,0.748375
José Rodriguez,0,0,0,1,0,0,0.0,1,0,0.0,0.0
José Rondon,75,12,33,39,4,27,89.0,169,348,0.20225,0.5755
José Rosado,1,0,0,0,0,0,5.0,105,9,0.16666666666666666,0.3333333333333333
José Ruiz,0,0,0,0,0,0,0.0,139,1,0.0,0.0
José Suarez,0,0,0,0,0,0,2.0,42,3,0.0,0.0
José Tena,50,3,18,16,6,10,54.0,62,192,0.2465,0.618
José Torres,1,0,0,1,0,0,0.0,66,1,0.5,1.0
José Ureña,11,0,3,6,0,3,98.0,201,146,0.057,0.13642857142857143
José Urquidy,1,0,0,0,0,0,6.0,29,8,0.125,0.25
José Álvarez,3,0,0,0,0,1,2.0,99,11,0.09375,0.20475
Jovani Moran,0,0,0,0,0,0,0.0,43,0,0.0,0.0
Juan Abreu,0,0,0,0,0,0,0.0,7,0,0.0,0.0
Juan Acevedo,6,0,0,4,0,3,33.0,353,65,0.076875,0.27725
Juan Agosto,2,0,0,0,0,1,7.0,497,20,0.0533,0.1233
Juan Alvarez,0,0,0,0,0,0,0.0,61,0,0.0,0.0
Juan Bell,177,10,71,107,16,84,189.0,329,836,0.148,0.42
Juan Beniquez,1274,79,476,610,104,349,551.0,1500,4651,0.2705294117647059,0.6964117647058823
Juan Berenguer,2,0,0,0,0,2,9.0,330,24,0.028599999999999997,0.0762
Juan Bernhardt,117,9,43,46,3,14,40.0,154,492,0.41575,0.9079999999999999
Juan Bonilla,375,7,101,145,7,116,108.0,429,1462,0.2383333333333333,0.5911666666666667
Juan Brito,42,3,13,18,1,9,44.0,63,194,0.2545,0.6194999999999999
Juan Carlos Oviedo,0,0,0,0,0,0,0.0,329,1,0.0,0.0
Juan Carlos Perez,51,2,13,26,3,12,52.0,117,228,0.23666666666666666,0.6010000000000001
Juan Castillo,102,3,39,60,18,41,105.0,201,474,0.16260000000000002,0.38739999999999997
Juan Castro,601,36,234,253,5,149,472.0,1103,2627,0.21223529411764708,0.545
Juan Centeno,76,6,37,25,1,24,72.0,118,341,0.1907142857142857,0.4998571428571429
Juan Cerros,0,0,0,0,0,0,0.0,11,0,0.0,0.0
Juan Cruz,8,0,2,2,0,4,28.0,445,70,0.06527272727272727,0.18736363636363637
Juan Diaz,6,1,2,6,0,2,7.0,9,22,0.27649999999999997,0.9259999999999999
Juan Dominguez,0,0,0,0,0,0,0.0,22,0,0.0,0.0
Juan Eichelberger,14,0,4,3,2,4,65.0,97,136,0.11483333333333334,0.3431666666666667
Juan Encarnacion,1264,156,667,618,127,288,853.0,1259,4685,0.26836363636363636,0.7623636363636362
Juan Espino,16,1,8,2,0,3,15.0,49,73,0.19675,0.45375
Juan Francisco,235,48,152,110,2,81,375.0,404,996,0.2735,0.7931666666666667
Juan Gonzalez,1936,434,1404,1061,26,457,1273.0,1689,6556,0.26841176470588235,0.8131176470588235
Juan Graterol,27,0,14,10,0,2,20.0,67,124,0.24,0.54975
Juan Guerrero,25,1,14,8,1,10,32.0,79,125,0.2,0.549
Juan Gutierrez,0,0,0,1,0,0,5.0,236,7,0.0,0.0
Juan Guzman,4,0,3,1,0,1,14.0,55,34,0.0625,0.1385
Juan Jaime,0,0,0,0,0,0,0.0,18,0,0.0,0.0
Juan Jimenez,0,0,0,0,0,0,0.0,4,0,0.0,0.0
Juan Lagares,582,31,217,270,45,120,528.0,850,2329,0.2242,0.5793
Juan Marichal,42,2,19,16,0,10,70.0,132,312,0.11520000000000001,0.2862
Juan Mateo,0,0,0,1,0,0,9.0,12,12,0.0,0.0
Juan Melo,1,0,1,0,0,0,5.0,11,13,0.077,0.154
Juan Minaya,0,0,0,0,0,0,0.0,154,0,0.0,0.0
Juan Miranda,58,11,37,29,0,32,68.0,111,257,0.29125,0.85875
Juan Moreno,0,0,0,0,0,0,0.0,49,0,0.0,0.0
Juan Morillo,0,0,0,0,0,0,0.0,6,1,0.0,0.0
Juan Nicasio,15,0,9,5,0,6,70.0,363,123,0.06966666666666667,0.16855555555555554
Juan Pablo Perez,0,0,0,0,0,0,1.0,61,1,0.0,0.0
Juan Padilla,1,0,0,0,0,0,1.0,36,2,0.25,0.5
Juan Pierre,2217,18,517,1075,614,464,479.0,1994,7525,0.29392857142857143,0.6981428571428572
Juan Pizarro,11,1,2,5,0,5,18.0,68,68,0.13040000000000002,0.3902
Juan Rincon,1,0,0,0,0,0,1.0,404,4,0.1111111111111111,0.2222222222222222
Juan Rivera,950,132,539,425,17,253,448.0,1058,3471,0.24875,0.69
Juan Samuel,1578,161,703,873,396,440,1442.0,1720,6081,0.2584375,0.7431875
Juan Sosa,2,0,0,3,0,2,3.0,13,10,0.111,0.293
Juan Soto,934,201,592,655,57,769,696.0,936,3280,0.29185714285714287,0.9751428571428572
Juan Uribe,1568,199,816,724,48,388,1224.0,1826,6161,0.2515,0.7094375
Juan Yepez,139,20,58,64,2,38,123.0,166,539,0.23966666666666667,0.6843333333333333
Julian Fernández,0,0,0,0,0,0,0.0,6,0,0.0,0.0
Julian Javier,215,7,82,97,12,39,114.0,273,863,0.23966666666666667,0.5916666666666667
Julian Merryweather,0,0,0,0,0,0,0.0,84,0,0.0,0.0
Julian Tavarez,16,0,9,8,0,7,60.0,702,140,0.06876923076923078,0.17230769230769233
Julio Borbon,219,8,76,112,47,49,121.0,294,802,0.2732,0.6532000000000001
Julio Cruz,916,23,279,557,343,478,508.0,1156,3859,0.2355,0.6134999999999999
Julio Franco,2586,173,1194,1285,281,917,1341.0,2527,8677,0.27804347826086956,0.7350434782608695
Julio Gonzalez,228,4,66,90,13,36,132.0,370,969,0.22057142857142858,0.5448571428571428
Julio Lugo,1279,80,475,688,198,439,876.0,1352,4758,0.258,0.6831666666666666
Julio Machado,0,0,0,0,0,0,0.0,37,0,0.0,0.0
Julio Manon,0,0,0,0,0,0,1.0,45,1,0.0,0.0
Julio Mateo,0,0,0,0,0,0,0.0,210,0,0.0,0.0
Julio Mosquera,7,0,2,2,0,0,5.0,12,31,0.159,0.4013333333333333
Julio Navarro,1,0,0,0,0,0,3.0,17,6,0.167,0.334
Julio Peguero,2,0,0,3,0,3,3.0,14,9,0.222,0.639
Julio Ramirez,16,1,11,15,2,5,36.0,84,96,0.151,0.3724
Julio Rodríguez,480,80,246,262,86,125,476.0,430,1732,0.2773333333333334,0.8019999999999999
Julio Santana,2,0,1,0,0,0,8.0,206,16,0.21428571428571427,0.42857142857142855
Julio Solano,1,0,0,1,0,0,10.0,82,13,0.0666,0.1332
Julio Teheran,56,1,26,10,0,9,112.0,237,382,0.11711111111111111,0.32555555555555554
Julio Urías,19,0,13,5,0,1,40.0,95,100,0.1512,0.3236
Julio Valdez,18,1,8,11,3,1,18.0,65,87,0.2125,0.5135000000000001
Julio Valera,1,0,2,0,0,0,1.0,5,5,0.1,0.2
Julio Zuleta,43,9,36,24,0,10,51.0,79,174,0.2555,0.7945
Julius Matos,59,4,26,26,2,10,45.0,104,242,0.2505,0.6134999999999999
Jumbo Diaz,0,0,0,0,0,0,0.0,173,1,0.0,0.0
Jung Ho Kang,233,46,144,120,8,75,239.0,297,917,0.261,0.7414999999999999
Jung Hoo Lee,38,2,8,15,2,10,13.0,37,145,0.262,0.641
Jung Keun Bong,0,0,0,0,0,1,6.0,49,11,0.0,0.05566666666666667
Junichi Tazawa,0,0,0,0,0,0,0.0,333,1,0.0,0.0
Juniel Querecuto,3,0,2,3,0,1,12.0,13,31,0.0955,0.3285
Junior Caminero,49,7,25,19,2,13,46.0,50,199,0.2415,0.677
Junior Felix,562,55,280,309,49,158,509.0,585,2132,0.26566666666666666,0.7316666666666666
Junior Fernández,0,0,0,0,0,0,1.0,31,1,0.0,0.0
Junior Guerra,13,0,0,4,0,0,33.0,188,91,0.11266666666666668,0.24916666666666668
Junior Herndon,0,0,0,0,0,0,11.0,12,12,0.0,0.0
Junior Kennedy,258,4,95,114,12,124,142.0,447,1041,0.22171428571428572,0.5568571428571429
Junior Lake,155,17,48,65,16,35,218.0,223,659,0.22375,0.64325
Junior Moore,204,7,73,83,5,62,71.0,289,774,0.2682,0.658
Junior Noboa,118,1,33,47,9,17,47.0,317,493,0.23075,0.5150000000000001
Junior Ortiz,484,5,186,142,8,121,222.0,749,1894,0.25646153846153846,0.6135384615384616
Junior Spivey,419,48,201,258,32,175,373.0,457,1553,0.2636,0.7748
Jurickson Profar,917,111,444,528,57,430,692.0,1119,3747,0.23299999999999998,0.6931818181818182
Justin Anderson,0,0,0,0,0,0,0.0,111,0,0.0,0.0
Justin Atchley,0,0,0,0,0,0,1.0,15,1,0.0,0.0
Justin Baughman,55,1,20,28,13,7,38.0,79,218,0.241,0.5914999999999999
Justin Berg,0,0,0,0,0,0,1.0,60,2,0.0,0.0
Justin Bour,433,92,303,206,3,218,447.0,559,1714,0.24966666666666668,0.77
Justin Bruihl,0,0,0,0,0,1,0.0,45,0,0.0,0.5
Justin Brunette,1,0,0,0,0,0,0.0,4,1,1.0,2.0
Justin Christian,29,0,12,18,12,10,15.0,76,143,0.21,0.5383333333333333
Justin De Fratus,1,0,0,0,0,0,2.0,191,4,0.0666,0.1332
Justin Duchscherer,0,0,0,0,0,0,6.0,193,6,0.0,0.0
Justin Dunn,1,0,1,0,0,0,3.0,15,4,0.1665,0.5
Justin Foscue,2,0,1,3,0,2,18.0,15,42,0.048,0.162
Justin Freeman,0,0,0,0,0,0,0.0,1,0,0.0,0.0
Justin Germano,10,0,3,4,0,4,31.0,60,67,0.1318,0.3174
Justin Grimm,0,0,0,0,0,0,4.0,295,7,0.0,0.0
Justin Haley,0,0,0,0,0,0,0.0,10,0,0.0,0.0
Justin Hampson,0,0,0,2,0,1,3.0,92,9,0.0,0.0625
Justin Hancock,0,0,0,0,0,0,2.0,10,2,0.0,0.0
Justin Huber,36,2,15,14,1,9,45.0,72,161,0.2528,0.5992
Justin Huisman,0,0,0,0,0,0,0.0,14,0,0.0,0.0
Justin Knoedler,2,0,0,0,0,0,2.0,14,18,0.081,0.18933333333333333
Justin Lawrence,0,0,0,0,0,0,0.0,144,0,0.0,0.0
Justin Lehr,2,0,1,1,0,1,10.0,77,25,0.02275,0.0665
Justin Leone,22,6,13,15,1,9,32.0,32,103,0.108,0.3695
Justin Martinez,0,0,0,0,0,0,0.0,64,0,0.0,0.0
Justin Masterson,7,0,2,1,0,0,13.0,247,33,0.22075,0.4415
Justin Maxwell,233,41,133,145,28,115,371.0,441,1057,0.21428571428571427,0.6745714285714286
Justin Miller,0,0,0,0,0,0,7.0,369,12,0.0,0.0
Justin Morneau,1603,247,985,772,5,573,988.0,1545,5699,0.27785714285714286,0.8139285714285714
Justin Nicolino,3,0,0,0,0,1,21.0,51,58,0.043666666666666666,0.10033333333333333
Justin Ruggiano,343,53,163,164,40,114,394.0,483,1340,0.2525555555555556,0.7205555555555555
Justin Sellers,50,3,17,33,1,25,59.0,99,252,0.196,0.56725
Justin Shafer,0,0,0,0,0,0,0.0,34,0,0.0,0.0
Justin Smoak,951,196,570,505,3,552,1122.0,1286,4153,0.22254545454545455,0.7213636363636364
Justin Speier,3,0,0,0,0,0,8.0,550,17,0.106,0.212
Justin Steele,2,0,0,3,0,0,4.0,20,13,0.154,0.308
Justin Thomas,0,0,0,0,0,0,1.0,12,1,0.0,0.0
Justin Thompson,1,0,0,1,0,0,6.0,90,14,0.04766666666666666,0.09533333333333333
Justin Topa,0,0,0,0,0,0,1.0,79,1,0.0,0.0
Justin Turner,1580,198,814,797,45,572,975.0,1678,5540,0.266625,0.7610000000000001
Justin Upton,1754,325,1003,1058,151,785,1971.0,1845,6721,0.2455,0.773625
Justin Verlander,5,0,1,2,0,0,24.0,426,50,0.06923076923076923,0.13846153846153847
Justin Wayne,0,0,0,0,0,0,5.0,26,12,0.0,0.0
Justin Williams,20,4,11,10,0,18,48.0,55,125,0.12,0.3546666666666667
Justin Wilson,0,0,0,0,0,0,7.0,538,7,0.0,0.0
Justus Sheffield,1,0,0,0,0,0,3.0,29,4,0.25,0.5
Justyn-Henry Malloy,41,8,21,18,1,23,85.0,71,202,0.203,0.657
Jésus Feliciano,25,0,3,12,1,6,12.0,54,108,0.231,0.563
Ka'ai Tom,15,2,12,10,1,17,36.0,49,109,0.0695,0.2545
Kal Daniels,666,104,360,391,87,365,493.0,727,2338,0.2824285714285714,0.8514285714285714
Kaleb Cowart,65,6,34,42,7,26,121.0,171,370,0.1738,0.5198
Kam Mickolio,0,0,0,0,0,0,0.0,17,1,0.0,0.0
Kameron Loe,1,0,0,1,0,1,3.0,287,6,0.08333333333333333,0.1945
Kameron Misner,1,0,0,0,0,0,10.0,8,15,0.067,0.134
Kane Davis,0,0,0,0,0,0,6.0,107,6,0.0,0.0
Kanekoa Texeira,0,0,0,0,0,0,1.0,27,1,0.0,0.0
Karim Garcia,352,66,212,180,10,81,330.0,488,1463,0.198,0.5731999999999999
Karl Kauffmann,0,0,0,0,0,0,0.0,11,0,0.0,0.0
Karl Pagel,13,1,7,7,0,11,20.0,48,56,0.14679999999999999,0.46419999999999995
Karl Rhodes,132,13,44,74,14,74,121.0,225,590,0.17783333333333332,0.5291666666666667
Kason Gabbard,1,0,0,0,0,0,1.0,12,4,0.25,0.5
Kaz Ishii,18,1,10,10,0,4,73.0,105,164,0.114,0.277
Kazuhiro Sasaki,0,0,0,0,0,0,0.0,228,0,0.0,0.0
Kazuhisa Makita,0,0,0,0,0,0,2.0,27,3,0.0,0.0
Kazuhito Tadano,1,0,0,1,0,0,1.0,14,3,0.333,0.666
Kazuo Matsui,615,32,211,330,102,179,403.0,630,2302,0.2522857142857143,0.6581428571428571
Ke'Bryan Hayes,467,37,176,224,51,139,408.0,476,1811,0.2762,0.7614000000000001
Kean Wong,13,0,6,5,0,2,23.0,39,78,0.167,0.3805
Keefe Cato,2,0,1,1,0,0,0.0,12,4,0.25,0.5
Keegan Akin,0,0,0,0,0,0,2.0,24,2,0.0,0.0
Keegan Thompson,1,0,0,0,0,0,3.0,32,6,0.167,0.334
Kei Igawa,0,0,0,0,0,1,0.0,16,0,0.0,0.5
Keibert Ruiz,366,42,176,145,10,83,174.0,406,1472,0.25260000000000005,0.7252000000000001
Keiichi Yabu,0,0,0,1,0,1,0.0,100,2,0.0,0.25
Keith Atherton,0,0,0,0,0,0,1.0,182,1,0.0,0.0
Keith Brown,0,0,0,0,0,0,4.0,25,6,0.0,0.0
Keith Butler,0,0,0,0,0,0,0.0,18,0,0.0,0.0
Keith Comstock,0,0,0,0,0,0,1.0,48,2,0.0,0.0
Keith Drumright,34,0,13,13,0,7,8.0,48,141,0.22749999999999998,0.508
Keith Foulke,2,0,0,0,0,0,5.0,619,16,0.014,0.028
Keith Ginter,236,38,140,120,9,105,230.0,325,971,0.19416666666666668,0.6283333333333333
Keith Glauber,0,0,0,0,0,0,1.0,7,3,0.0,0.0
Keith Gordon,1,0,0,0,0,0,2.0,3,6,0.167,0.334
Keith Hernandez,2182,162,1071,1124,98,1070,1012.0,2088,7370,0.2867647058823529,0.7946470588235296
Keith Hessler,1,0,0,0,0,0,0.0,35,1,0.5,1.0
Keith Hughes,41,2,24,18,1,23,44.0,93,201,0.111,0.30274999999999996
Keith Johns,0,0,0,0,0,1,0.0,2,0,0.0,1.0
Keith Johnson,2,0,0,2,0,2,0.0,6,4,0.5,1.167
Keith Kessinger,7,1,3,4,0,4,4.0,11,27,0.259,0.751
Keith Lampard,17,0,5,8,0,5,24.0,53,72,0.236,0.67
Keith Lockhart,591,44,268,290,30,195,268.0,979,2268,0.2542,0.6997
Keith Luuloa,6,0,0,3,0,1,1.0,6,18,0.333,0.701
Keith Marshall,2,0,3,0,0,1,4.0,8,9,0.222,0.633
Keith McDonald,3,3,5,3,0,2,2.0,8,9,0.2145,1.135
Keith Miller,358,12,98,194,63,105,221.0,520,1384,0.2490909090909091,0.6339090909090909
Keith Mitchell,63,8,29,38,4,34,42.0,128,242,0.27125,0.76575
Keith Moreland,1279,121,674,511,28,405,515.0,1306,4581,0.26366666666666666,0.6955
Keith Osik,259,13,108,96,6,111,202.0,456,1123,0.194,0.5255000000000001
Keith Reed,1,0,1,1,0,1,2.0,6,5,0.2,0.533
Keith Shepherd,0,0,0,0,0,0,0.0,26,2,0.0,0.0
Keith Smith,23,2,8,18,2,6,12.0,59,115,0.11979999999999999,0.3388
Keith Williams,5,0,0,0,0,0,6.0,9,20,0.25,0.5
Kelby Tomlinson,164,3,47,77,19,58,139.0,273,618,0.265,0.65925
Kelly Downs,26,0,11,14,0,7,76.0,178,211,0.09428571428571428,0.22871428571428568
Kelly Dransfeldt,23,1,11,10,0,4,32.0,51,112,0.15925,0.37550000000000006
Kelly Gruber,818,117,443,431,80,197,504.0,938,3159,0.2325,0.6553
Kelly Heath,0,0,0,0,0,0,0.0,1,1,0.0,0.0
Kelly Johnson,1140,155,550,632,87,516,1145.0,1399,4543,0.24736363636363637,0.739090909090909
Kelly Mann,9,1,3,3,0,0,12.0,18,52,0.1755,0.48050000000000004
Kelly Paris,46,3,14,20,8,15,39.0,92,212,0.1606,0.3888
Kelly Shoppach,361,70,216,208,1,155,624.0,572,1616,0.19766666666666666,0.6378888888888888
Kelly Stinnett,476,65,230,228,10,196,567.0,734,2033,0.22485714285714287,0.6522142857142856
Kelly Wunsch,0,0,0,0,0,0,1.0,255,1,0.0,0.0
Kelvim Escobar,3,0,1,1,0,0,13.0,388,27,0.05,0.1
Kelvin Chapman,94,3,34,50,13,33,60.0,172,421,0.20433333333333334,0.531
Kelvin Gutiérrez,87,4,34,29,2,31,114.0,121,382,0.1865,0.53525
Kelvin Herrera,0,0,0,0,0,0,0.0,518,0,0.0,0.0
Kelvin Jimenez,0,0,0,0,0,1,3.0,49,5,0.0,0.1665
Kelvin Marte,0,0,0,0,0,0,0.0,2,0,0.0,0.0
Kelvin Moore,53,8,25,23,3,18,77.0,76,238,0.22966666666666669,0.644
Kelvin Torve,14,1,4,1,0,5,12.0,42,62,0.159,0.46366666666666667
Ken Berry,502,19,172,190,18,141,224.0,631,1892,0.25166666666666665,0.6215
Ken Boswell,441,23,197,179,13,187,160.0,742,1831,0.237625,0.6224999999999999
Ken Brett,88,9,41,38,0,13,66.0,292,337,0.2101111111111111,0.5182222222222223
Ken Caminiti,1710,239,983,894,88,727,1163.0,1760,6288,0.2668666666666667,0.7794
Ken Clay,0,0,0,0,0,0,0.0,28,0,0.0,0.0
Ken Cloude,0,0,0,0,0,0,0.0,71,7,0.0,0.0
Ken Crosby,1,0,0,1,0,1,0.0,16,2,0.25,1.0
Ken Dayley,17,0,2,4,0,7,32.0,378,81,0.17433333333333334,0.38066666666666665
Ken Dixon,0,0,0,0,0,0,0.0,37,0,0.0,0.0
Ken Dowell,5,0,1,4,0,2,5.0,15,39,0.128,0.299
Ken Forsch,52,0,17,16,1,16,163.0,421,383,0.10154545454545455,0.2606363636363636
Ken Frailing,9,0,6,6,0,2,11.0,119,41,0.08020000000000001,0.1864
Ken Gerhart,136,24,64,72,16,42,128.0,215,615,0.22333333333333336,0.6323333333333333
Ken Giles,0,0,0,0,0,0,0.0,353,0,0.0,0.0
Ken Griffey,4924,782,2695,2791,384,2031,2677.0,4768,17030,0.28507317073170735,0.8379268292682926
Ken Harrelson,43,6,15,23,1,30,25.0,69,200,0.2405,0.6839999999999999
Ken Harvey,273,27,126,102,3,60,200.0,271,998,0.25625,0.6724999999999999
Ken Henderson,1026,111,510,523,79,515,624.0,1189,3895,0.24927272727272728,0.7265454545454545
Ken Hill,50,1,21,22,0,24,94.0,296,333,0.1483846153846154,0.3815384615384616
Ken Holtzman,58,1,18,20,0,13,76.0,276,319,0.11762500000000001,0.42524999999999996
Ken Hottman,2,0,0,1,0,1,2.0,6,16,0.125,0.301
Ken Howell,9,0,3,3,1,3,49.0,245,114,0.058428571428571434,0.13599999999999998
Ken Huckaby,95,3,31,42,0,19,78.0,161,427,0.16233333333333333,0.39233333333333326
Ken Jackson,4,0,2,1,0,1,4.0,8,16,0.25,0.708
Ken Johnson,0,0,0,0,0,0,0.0,3,0,0.0,0.0
Ken Kravec,0,0,0,1,0,3,9.0,38,18,0.0,0.184
Ken Landreaux,1099,91,479,522,145,299,421.0,1264,4101,0.25981818181818184,0.6968181818181819
Ken Macha,98,1,35,30,4,39,68.0,180,380,0.309,0.7733333333333333
Ken McMullen,504,64,252,204,4,217,327.0,722,2059,0.2415,0.712125
Ken Oberkfell,1354,29,446,558,62,546,356.0,1602,4874,0.2525625,0.6428750000000001
Ken Pape,5,1,4,7,0,3,2.0,21,23,0.217,0.748
Ken Patterson,0,0,0,0,0,0,1.0,32,1,0.0,0.0
Ken Phelps,443,123,313,308,10,390,449.0,761,1854,0.20281818181818181,0.6789090909090909
Ken Ramos,0,0,1,0,0,2,0.0,14,12,0.0,0.133
Ken Ray,0,0,0,0,0,0,0.0,82,1,0.0,0.0
Ken Reitz,1243,68,548,366,10,184,518.0,1344,4777,0.2419090909090909,0.6025454545454546
Ken Reynolds,18,0,2,7,0,6,22.0,119,97,0.06666666666666667,0.16333333333333333
Ken Roberts,0,0,0,0,0,0,0.0,15,0,0.0,0.0
Ken Rudolph,151,5,58,48,2,46,110.0,301,709,0.199875,0.493875
Ken Ryan,1,0,0,0,0,0,4.0,116,8,0.03575,0.0715
Ken Sanders,4,0,1,4,0,3,12.0,298,38,0.06233333333333333,0.17766666666666667
Ken Schrom,0,0,0,0,0,0,0.0,52,0,0.0,0.0
Ken Singleton,2029,246,1065,985,21,1263,1246.0,2082,7189,0.27853333333333335,0.8112
Ken Smith,15,1,5,8,1,7,19.0,83,56,0.26433333333333336,0.7826666666666666
Ken Suarez,99,2,40,37,1,52,35.0,168,434,0.20099999999999998,0.5256666666666666
Ken Szotkiewicz,9,3,9,9,0,12,29.0,47,84,0.107,0.442
Ken Takahashi,0,0,0,0,0,0,2.0,28,2,0.0,0.0
Ken Tatum,5,2,4,4,0,3,9.0,131,24,0.0964,0.3974
Ken Vining,0,0,0,0,0,0,0.0,8,0,0.0,0.0
Ken Wright,2,0,0,1,0,1,14.0,110,28,0.02275,0.05525
Kendall Graveman,0,0,0,0,0,0,4.0,212,5,0.0,0.0
Kendry Flores,0,0,0,0,0,0,2.0,8,2,0.0,0.0
Kendrys Morales,1289,213,740,584,6,417,978.0,1363,4856,0.25776923076923075,0.7548461538461539
Kenji Johjima,431,48,198,166,7,66,148.0,462,1609,0.263,0.71225
Kenley Jansen,3,0,1,1,0,1,3.0,781,9,0.11538461538461539,0.25
Kennie Steenstra,0,0,0,0,0,0,0.0,4,0,0.0,0.0
Kenny Greer,0,0,0,0,0,0,1.0,9,1,0.0,0.0
Kenny Kelly,4,0,2,5,1,1,6.0,26,14,0.154,0.371
Kenny Lofton,2428,130,781,1528,622,945,1016.0,2103,8120,0.29458823529411765,0.7779411764705881
Kenny Rogers,9,0,4,5,1,4,25.0,489,66,0.125,0.3323571428571429
Kenny Williams,252,27,119,136,49,56,290.0,451,1154,0.19800000000000004,0.5653333333333332
Kennys Vargas,197,35,116,104,0,65,251.0,236,783,0.24925,0.74725
Kenshin Kawakami,7,0,1,2,0,6,22.0,52,65,0.1115,0.323
Kensuke Tanaka,8,0,2,4,2,4,3.0,15,30,0.267,0.62
Kent Anderson,95,1,22,43,1,30,61.0,135,366,0.2685,0.652
Kent Bottenfield,31,0,10,13,1,2,66.0,292,191,0.17688888888888887,0.36400000000000005
Kent Hrbek,1749,293,1086,903,37,838,798.0,1747,6192,0.27778571428571425,0.8327857142857142
Kent Mercker,28,1,18,12,0,11,115.0,648,248,0.0463125,0.12625
Kent Tekulve,10,0,2,8,0,6,61.0,1050,121,0.07125000000000001,0.20118750000000002
Kenta Maeda,28,1,14,12,0,1,42.0,170,179,0.1856,0.4018
Keon Broxton,189,39,95,136,60,107,396.0,376,905,0.16160000000000002,0.5422
Keone Kela,0,0,0,0,0,0,0.0,202,0,0.0,0.0
Kerry Carpenter,217,44,131,110,6,60,222.0,236,785,0.27133333333333337,0.8460000000000001
Kerry Dineen,12,0,2,3,1,4,3.0,16,37,0.3,0.7316666666666668
Kerry Lacy,0,0,0,0,0,0,0.0,33,0,0.0,0.0
Kerry Ligtenberg,0,0,0,0,0,0,1.0,386,1,0.0,0.0
Kerry Robinson,196,3,56,112,36,37,93.0,463,735,0.19342857142857145,0.45842857142857146
Kerry Taylor,0,0,0,0,0,0,9.0,37,14,0.0,0.0
Kerry Wood,59,7,32,23,0,11,114.0,425,346,0.11735714285714285,0.3006428571428571
Kervin Castro,0,0,0,0,0,0,0.0,10,0,0.0,0.0
Kerwin Moore,1,0,0,4,1,2,6.0,22,16,0.063,0.292
Keston Hiura,227,50,133,132,20,78,390.0,294,965,0.21139999999999998,0.6526
Ketel Marte,1137,143,515,601,61,407,726.0,1104,4054,0.2804,0.7997
Keury Mella,0,0,0,0,0,0,3.0,10,3,0.0,0.0
Kevan Smith,202,13,82,78,3,50,149.0,263,780,0.2295,0.6106666666666666
Kevin Alcantara,1,0,0,1,0,0,1.0,3,10,0.1,0.2
Kevin Appier,8,0,4,4,0,1,39.0,171,83,0.04666666666666667,0.09800000000000002
Kevin Baez,27,0,7,10,0,13,17.0,63,151,0.168,0.4126666666666667
Kevin Barker,71,6,36,32,3,34,65.0,126,285,0.2352,0.6426000000000001
Kevin Barry,0,0,0,0,0,0,1.0,20,2,0.0,0.0
Kevin Bass,1308,118,611,609,151,357,667.0,1571,4838,0.2527857142857143,0.6839285714285713
Kevin Batiste,2,0,0,1,0,0,5.0,6,8,0.25,0.5
Kevin Beirne,2,0,0,1,0,0,0.0,41,5,0.2,0.4
Kevin Belcher,2,0,0,4,0,2,6.0,16,15,0.133,0.435
Kevin Bell,161,13,64,74,5,70,165.0,297,726,0.229,0.6263333333333333
Kevin Blankenship,0,0,0,0,0,0,8.0,8,11,0.0,0.0
Kevin Brown,112,9,60,50,0,33,246.0,402,684,0.16505263157894737,0.4977368421052632
Kevin Buckley,2,0,0,1,0,2,4.0,5,7,0.286,0.873
